das Training,1. Jeden Dienstag ist Training. 2. Ich gehe jede Woche zum Training.
"transportieren, transportiert, transportierte, hat transportiert",Wie willst du die Möbel denn transportieren?
"der Transport, -e ",Was kostet der Transport?
"die Trauung, -en",Ich bin zur Hochzeit eingeladen. Die Trauung ist um 11 Uhr.
"träumen, träumt, träumte, hat geträumt",1. Ich habe schlecht geträumt. 2. Ich träume von einem großen Haus mit Garten.
"der Traum, -""e ", Mein Traum ist ein eigenes Geschäft. 
Traum-,Mein Traumberuf ist Feuerwehrmann.
traurig,1. Ich bin traurig. Ich darf nicht mitfahren. 2. Das war ein sehr trauriger Film.
,
,
"treffen, trifft, traf, hat getroffen",1. Wir treffen uns immer freitags. 2. Ich habe Petra zufällig in der Stadt getroffen.
"der Treffpunkt, -e",Unser Treffpunkt ist um 17 Uhr am Hauptbahnhof.
"treiben, treibt, trieb, hat getrieben",Welchen Sport treibst du?
"trennen, trennt, trennte, hat getrennt",1. Wir leben getrennt. 2. Meine Freundin und ihr Mann haben sich getrennt. 
"die Trennung, -en","1. Meine Kollegin ist noch nicht geschieden, aber sie lebt in Trennung. 2. Die Trennung von der Familie war schwierig."
"die Treppe, -n",1. Wo ist die Toilette? – Die Treppe hoch und dann links. 2. Meine Oma kann nicht gut Treppen steigen.
"treten, tritt, trat, hat/ ist getreten",Ich bin in ein Stück Glas getreten.
treu,Herr Maier ist ein treuer Kunde von uns.
"trinken, trinkt, trank, hat getrunken",Trinken Sie einen Tee mit uns?
"das Trinkgeld, -er",1. Ich habe dem Kellner zwei Euro Trinkgeld gegeben.
"trocknen, trocknet, trocknete, ist/ hat getrocknet",1. Ich habe mir die Haare getrocknet. 2. Haben Sie getrocknete Pflaumen?
trocken,1. Die Wäsche ist noch nicht trocken. 3. Bitte einen trockenen Wein. 4. Hoffentlich regnet es bald. Alles ist ganz trocken. 
"der Tropfen, -",Hast du die Tropfen schon genommen?
trotz,Trotz Grippe bin ich zur Arbeit gegangen.
trotzdem ,Es war ziemlich kalt. Trotzdem bin ich schwimmen gegangen.
"das T-Shirt, -s ",Es ist sehr warm draußen. Zieh dir lieber nur ein T-Shirt an.
"tun, tut, tat, hat getan",1. Ich habe heute viel zu tun. 2. Was kann ich für Sie tun? 3. Ich habe zu viel Zucker in den Kaffee getan. 4. Es tut mir leid. Ich kann nicht kommen. 5. Der Arm tut mir weh. 6. Ich habe endlich mal ausgeschlafen. Das hat gut getan. 
"die Tür, -en ",Machen Sie bitte die Tür zu! Es zieht.
"der Turm, -""e","Kommen Sie auf den Turm, von hier sieht man die ganze Stadt."
"die Tüte, -n ",Geben Sie mir bitte eine Tüte.
"der Typ, -en",1. Mein Nachbar ist ein netter Typ. 2. Reparieren Sie alle Autotypen?
typisch,Im Hotel gab es typisch deutsches Essen.
,
,
"die U-Bahn, -en",Ich fahre mit der U-Bahn.
üben,Ich kann noch nicht so gut Deutsch sprechen. Ich muss mehr üben.
"die übung, -en",1. Diese übung war sehr schwer. 2. Ich fahre nicht oft Auto. Mir fehlt die übung.
über,"1. Die Müllers wohnen direkt über uns. 2. Pass bitte auf, wenn du über die Straße gehst. 3. Fahren Sie über Stuttgart oder über Würzburg? 4. übers Wochenende fahren wir in die Berge. 5. Kinder über zehn Jahre müssen voll bezahlen. 7. Ich suche ein Buch über die deutsche Küche."
überall,"Ich habe überall gesucht, aber meine Brille ist weg."
"überfahren, überfährt, überfuhr, hat überfahren",Gestern hat ein Autofahrer einen Fußgänger überfahren.
überhaupt,1. Die Suppe schmeckt mir überhaupt nicht.2. Ich kenne hier überhaupt niemand. 3. Tut mir leid. Ich habe überhaupt keine Zeit. 4. Du willst mit meinem Auto fahren?
"überholen, überholt, überholte, hat überholt",Hast du überhaupt einen Führerschein? Hier dürfen LKWs nicht überholen.
"überlegen, überlegt, überlegte, hat überlegt","1. Ich kann mich nicht entscheiden. Ich muss mir das noch überlegen.2. Ich habe mir überlegt, ein Auto zu kaufen.3. Ich habe lange überlegt, was ich machen soll."
übermorgen,Morgen kann ich nicht. Wir sehen uns übermorgen.
"übernachten, übernachtet, übernachtete, hat übernachtet",Wir haben auf dem Campingplatz übernachtet.
"die übernachtung, -en",In diesem Hotel kostet die übernachtung mit Frühstück 90 Euro.
,
,
"übernehmen, übernimmt, übernahm, hat übernommen",Ich habe die Möbel vom Vormieter übernommen.
"überprüfen, überprüft, überprüfte, hat überprüft",Bitte überprüfen Sie Ihre Kontonummer.
"überqueren, überquert, überquerte, hat überquert",Bitte die Straße nur an der Ampel überqueren.
"überraschen, überrascht, überraschte, hat überrascht","Ich bin ganz überrascht, dass die Wohnung so billig ist."
"die überraschung,-en",1. Ich habe eine überraschung für dich. 2. Das ist ja eine überraschung.
"überreden, überredet, überredete, hat überredet","Ich dachte, du bist im Urlaub."
"übersetzen, übersetzt, übersetzte, hat übersetzt","Zuerst wollte ich nicht, aber mein Bruder hat mich überredet, einen Englischkurs zu machen."
"der übersetzer, -",Können Sie mir bitte diesen Brief übersetzen?
"die übersetzung, -en ",Meine Tochter möchte als übersetzerin arbeiten.
"die überstunde, -n",Was kostet die übersetzung? Ich muss heute überstunden machen.
"übertragen, überträgt, übertrug, hat übertragen",Sie übertragen das Fußballspiel morgen direkt.
"übertreiben, übertreibt, übertrieb, hat übertrieben",Ein bisschen Sport ist gesund. Aber man sollte es nicht übertreiben.
"überweisen, überweist, überwies, hat überwiesen",1. Ich überweise dir das Geld. 2. Der Arzt hat mich ins Krankenhaus überwiesen.
"die überweisung, - en",1. Sie können bar oder per überweisung bezahlen. 2. Der Hausarzt hat mir eine über- weisung fürs Krankenhaus gegeben.
"überzeugen, überzeugt, überzeugte, hat überzeugt",1. Ihr Vorschlag überzeugt mich gar nicht. 2. Ich bin fest davon überzeugt.
"die überzeugung, -en",Wie bist du zu dieser überzeugung gekommen?
üblich,"In Deutschland ist es üblich, früh zu Abend zu essen."
übrig,Ist noch etwas zu essen übrig?
übrigens,"übrigens, kennst du schon die neuen Nachbarn?"
"die Uhr, -en",1. Wie viel Uhr ist es? 2 Um wie viel Uhr müssen wir gehen? 3. Es ist vier Uhr. 4. Ich habe eine neue Uhr. 5. Meine Uhr ist stehen geblieben. 6. Die Uhr geht richtig/falsch/vor/nach.
um,1. Wir treffen uns um 8 Uhr. 2. Die Apotheke ist gleich um die Ecke. 3. Die Benzinpreise sind schon wieder um 3 % gestiegen.
"umarmen, umarmt, umarmte, hat umarmt",1. Lass dich umarmen. 2. Zum Abschied haben wir uns umarmt.
um ... zu,"Was muss ich tun, um Wohngeld zu bekommen?"
"umdrehen, dreht um, drehte um, hat umgedreht",1. Dreh dich mal um. Da hinten liegt das Buch doch.2. Dreh das Blatt um; die Lösung steht auf der Rückseite.
"die Umfrage, -n",Wir machen eine Umfrage zum Thema Umweltschutz.
"die Umgebung, -en",In der Umgebung von Berlin kann man schöne Ausflüge machen.
umgekehrt,"Nein, umgekehrt: erst der Vorname, dann der Nachname."
"die Umleitung, -en",Sie müssen eine Umleitung fahren.
umso,"Ich mag süßen Tee. Je süßer, umso besser."
umsonst,"1. Ich musste nichts bezahlen. Die Reparatur war umsonst.2. Nichts hat geholfen, es war alles umsonst."
"umsteigen, steigt um, stieg um, ist umgestiegen",In Ulm müssen Sie umsteigen.
"umtauschen, tauscht um, tauschte um, hat umgetauscht",1. Ich möchte diese Bluse umtauschen. Sie passt mir nicht.2. Wo kann ich Geld umtauschen?
die Umwelt,Alte Autos sind ein Problem für die Umwelt.
"umziehen, zieht um, zog um, hat/ ist umgezogen",1. Ich komme gleich. Ich muss mich nur schnell umziehen.2. Die Meiers sind letzten Monat umgezogen.
"der Umzug, -""e",Der Umzug ist nächste Woche. 
unbedingt,Ich muss unbedingt mit dir sprechen. 
unfreundlich,Die Verkäuferin war sehr unfreundlich.
und,1. Ich habe heute und morgen frei. 2. Ich kaufe ein und mein Mann kocht.
"der Unfall, -""e",Ich hatte letzte Woche einen Unfall.
ungefähr,"Wie weit ist es bis zum Bahnhof? Nicht weit, ungefähr zehn Minuten zu Fuß."
ungewöhnlich,Haben Sie etwas Ungewöhnliches gesehen?
unglaublich,Es ist unglaublich. Schon wieder so ein Unglück.
,
,
das Unglück,Bei dem Eisenbahnunglück gab es viele Menschen mit Verletzungen.
unheimlich,Die Prüfung war unheimlich schwer.
unten,"1. Wir wohnen im 3. Stock, meine Eltern unten im 1. Stock.2. Sie ist mal kurz nach unten gegangen."
unter,1. Unter uns wohnt eine Familie mit drei Kindern.2. Die CDs sind im Regal unter dem Fernseher.
unter-,Mein Pass ist im unteren Regal.
"unterbrechen, unterbricht, unterbrach, hat unterbrochen",Wir unterbrechen die Sendung für eine wichtige Nachricht.
"unterhalten sich, unterhält sich, unterhielt sich, hat sich unterhalten",Wir haben uns über das Fußballspiel unterhalten.
"die Unterhaltung, -en ",Wir wünschen Ihnen gute Unterhaltung.
"die Unterkunft, -""e",1. Ich komme drei Tage nach Hamburg und suche eine günstige Unterkunft. 2. Ist dieser Preis inklusive Unterkunft und Essen?
die Unterlagen (Pl.),Bitte bringen Sie alle Unterlagen zu dem Termin mit.
"unternehmen, unternimmt, unternahm, hat unternommen",Wollen wir heute Abend noch etwas unternehmen?
"unterrichten, unterrichtet, unterrichtete, hat unterrichtet",Meine Frau unterrichtet Spanisch.
der Unterricht,Der Unterricht dauert von 17 bis 19 Uhr.
"unterscheiden, unterscheidet, unterschied, hat unterschieden",Ihr seid euch sehr ähnlich. Auf dem . Foto kann man euch beide nicht unterscheiden.
"der Unterschied, -e","Können Sie mir sagen, was der Unterschied ist? Welche Fahrkarte ist günstiger?"
unterschiedlich,"Mein Bruder und ich sind sehr unterschiedlich. Er interessiert sich für Mathematik, ich für Sprachen."
"unterschreiben, unterschreibt, unterschrieb, hat unterschrieben",Unterschreiben Sie bitte hier unten rechts.
"die Unterschrift, -en",Auf dem Schreiben fehlt die Unterschrift.
"unterstreichen, unterstreicht, unterstrich, hat unterstrichen",Wir sollen alle wichtigen Wörter unterstreichen.
"unterstützen, unterstützt, unterstützte, hat unterstützt",Meine Eltern unterstützen mich finanziell.
"die Unterstützung, -en",Bekommen Sie eine staatliche Unterstützung?
"untersuchen, untersucht, untersuchte, hat untersucht",Sie sollten sich vom Arzt untersuchen lassen.
"die Untersuchung, -en",Ich habe morgen eine Untersuchung im Krankenhaus.
unterwegs,"1. Warte auf mich. Ich bin unterwegs und komme gleich.2. Unterwegs können wir noch etwas essen.3. Stell dir vor, der Brief war zwei Wochen unterwegs."
der Urlaub,1. Ich habe noch drei Tage Urlaub. 2. Ich nehme im September Urlaub. 3. Diesen Monat bekomme ich keinen Urlaub.
"die Ursache, -n",1. Vielen Dank! – Keine Ursache! 2. Kennt man schon die Unfallursache?
ursprünglich,Ursprünglich wollte ich in einem Restaurant arbeiten. Aber dann bin ich Busfahrerin geworden.
"das Urteil, -e",1. Dein Urteil ist für mich sehr wichtig. 2. Das Urteil des Gerichts erscheint mir zu hart.
,
"der Vater, -""",1. Mein Vater arbeitet in einem Restaurant.2. Herr Müller ist Vater geworden.
vegetarisch,1. Ich mag kein Fleisch. Ich esse am liebsten vegetarisch.2. Haben Sie auch vegetarische Gerichte?
"verabreden, verabredet, verabredete, hat verabredet",Wir haben uns mit Freunden verabredet. Wir wollen zusammen essen.
verabredet sein,"Tut mir leid, ich habe keine Zeit. Ich bin mit meiner Freundin verabredet."
"verabschieden, verabschiedet, verabschiedete, hat verabschiedet",Es ist schon 23 Uhr. Ich möchte mich verabschieden.
"verändern, verändert, veränderte, hat verändert",Wir haben uns lange nicht gesehen. Aber du hast dich gar nicht verändert.
"die Veranstaltung, -en",Am Samstag ist unser Lokal geschlossen. Wir haben eine Veranstaltung.
verantwortlich ,Sie sind für Ihre Kinder verantwortlich.
die Verantwortung,Sie tragen die Verantwortung für Ihre Kinder.
,
,
"verbessern, verbessert, verbesserte, hat verbessert",1. Ich habe mein Deutsch verbessert. 2. Meine Kinder haben sich in der Schule verbessert.
"verbieten, verbietet, verbot, hat verboten",Ich habe meinen Kindern das Rauchen verboten.
"das Verbot, -e",Hier ist Parkverbot.
"verbinden, verbindet, verband, hat verbunden","1. Wir müssen die Wunde sofort verbinden.2. Sie sind falsch verbunden! Hier ist Müller, nicht Meyer."
"der Verband, -""e ",Der Arm ist gebrochen. Sie müssen einen Verband tragen.
"die Verbindung, -en",1. Die Verbindung ist sehr gut. Ich kann direkt fahren und muss nicht umsteigen.2. Kannst du bitte lauter sprechen? Die Verbindung ist sehr schlecht.
"verbrauchen, verbraucht, verbrauchte, hat verbraucht",Wie viel Benzin verbraucht dein Auto?
"der Verbraucher, - ",Die Verbraucher sollten sich vor dem Kauf genau informieren.
"der Verbrecher, -",Die Polizei hat den Verbrecher verhaftet.
"verbrennen, verbrennt, verbrannte, hat verbrannt",Der Herd war noch heiß. Ich habe mich verbrannt.
"verbringen, verbringt, verbrachte, hat verbracht",1. Wie haben Sie Ihren Urlaub verbracht?2. Die Feiertage haben wir mit der Familie verbracht.
der Verdacht,"1. Wer hat das Geld aus der Kasse genommen? – Ich weiß es nicht, aber ich habe einen Verdacht.2. Wen haben Sie in Verdacht?"
verdächtig,1. Haben Sie etwas Verdächtiges gesehen?2. Die Tür war nicht abgeschlossen. Das ist verdächtig.
"verdienen, verdient, verdiente, hat verdient",1. In diesem Beruf verdient man gut. 2. Rita hat den Urlaub wirklich verdient.
"der Verein, -e",1. Bist du auch Mitglied in einem Verein?2. Ich bin schon seit 15 Jahren im Sportverein.
"vereinbaren, vereinbart, vereinbarte, hat vereinbart",Können wir einen Termin vereinbaren?
das Verfallsdatum,Dieses Medikament dürfen Sie nach dem Verfallsdatum nicht mehr nehmen.
die Vergangenheit,Das ist ein Teil meiner Vergangenheit.
"vergessen, vergisst, vergaß, hat vergessen",1. Ich habe den Termin ganz vergessen. 2. Ich habe meinen Pass vergessen.
"vergleichen, vergleicht, verglich, hat verglichen",Vergleichen Sie die Angebote.
"der Vergleich, -e",Ein Vergleich ist schwer möglich.
"vergrößern, vergrößert, vergrößerte, hat vergrößert",1. Können Sie das Foto vergrößern? 2. Wir wollen unser Geschäft
"verhaften, verhaftet, verhaftete, hat verhaftet",vergrößern. Die Polizei hat einen Mann verhaftet.
"verhalten, verhält, verhielt, hat verhalten",Der Mann hat sich uns gegenüber merkwürdig verhalten.
das Verhalten ,Die Kinder bekommen in der Schule auch Noten für ihr Sozialverhalten.
"das Verhältnis, -se",Ich habe ein gutes Verhältnis zu meinen Eltern.
verheiratet,1. Ich bin mit einem Deutschen verheiratet.2. Meine Eltern sind seit 30 Jahren verheiratet.
"verhindern, verhindert, verhinderte, hat verhindert",Wir konnten den Unfall nicht verhindern.
"verkaufen, verkauft, verkaufte, hat verkauft",Ich habe unser altes Auto verkauft.
"der Verkäufer, -",Wir suchen einen freundlichen Verkäufer.
der Verkehr ,Morgens ist hier immer viel Verkehr.
"das Verkehrsmittel, -",Es gibt kaum Parkplätze. Sie sollten mit öffentlichen Verkehrsmitteln fahren.
"verlangen, verlangt, verlangte, hat verlangt","1. Jeden Tag überstunden? Das können Sie nicht verlangen.2. Wie viel verlangen Sie für das Auto? 3. Frau Müller, Sie werden am Telefon verlangt."
"verlängern, verlängert, verlängerte, hat verlängert",Ich muss meinen Pass verlängern lassen.
"verlassen, verlässt, verließ, hat verlassen",1. Er hat um 17 Uhr das Haus verlassen. 2. Mein Mann hat mich verlassen.
verlassen auf sich,1. Du kannst dich auf mich verlassen. Ich helfe dir auf jeden Fall.2. Bringen Sie mir das Auto morgen wieder zurück! Kann ich mich darauf verlassen?
"verlaufen sich, verläuft sich, verlief sich, hat sich verlaufen",Gestern haben wir uns im Wald verlaufen. Wir haben erst eine Stunde später den richtigen Weg gefunden.
"verleihen, verleiht, verlieh, hat verliehen",Mein Auto habe ich verliehen.
"verletzen, verletzt, verletzte, hat verletzt",1. Ich habe mich an der Hand verletzt. 2. Ich habe mir den Arm verletzt.
"die Verletzung, -en",Keine Angst. Die Verletzung ist nicht so schlimm.
,
,
"verlieben, verliebt, verliebte, hat verliebt",Ich habe mich verliebt.
"verliebt sein verlieren, verliert, verlor, hat verloren",Ich bin in Francesco verliebt.
"der Verlust, -e","1. Ich habe meine Brieftasche verloren. 2. Jennifer hat ihre Stelle verloren.3. Sie dürfen den Mut nicht verlieren.
4. Unsere Mannschaft hat 3 : 5 verloren.5. Mein Nachbar hat den Prozess verloren."
"vermeiden, vermeidet, vermied, hat vermieden",Sie müssen den Verlust Ihrer Versicherung melden.
"vermieten, vermietet,","Der Arzt sagt, ich soll Stress vermeiden."
"vermietete, hat vermietet",1. Bei uns im Haus ist ein Zimmer zu vermieten. 2. Die Wohnung ist schon vermietet.
"der Vermieter, -",Unsere Vermieterin ist eine sehr nette ältere Frau.
"vermissen, vermisst, vermisste, hat vermisst",Ich vermisse meine Familie.
"die Vermittlung, -en","1. Die Zimmervermittlung ist am Bahnhof.2. Entschuldigen Sie, wo ist hier die Jobvermittlung?"
vernünftig,1. Seien Sie doch vernünftig! 2. Das ist ein ganz vernünftiger Vorschlag.
"verpacken, verpackt, verpackte, hat verpackt",Hast Du die Pakete gut verpackt?
"verpassen, verpasst,verpasste, hat verpasst",1. Ich habe den Zug verpasst. 2. Ich habe die Nachrichten verpasst.
verpflichtet sein,"Sie sind verpflichtet, den Unfall zu melden."
"verreisen, verreist, verreiste, ist verreist",Frau Dr. Müller ist zurzeit verreist.
verrückt,1. Bist du verrückt geworden? 2. So eine verrückte Idee.
"verschieben, verschiebt, verschob, hat verschoben",Leider muss ich den Termin verschieben. Morgen kann ich nicht.
verschieden,1. Unsere beiden Kinder sind sehr verschieden. 2. Wir haben dieses Kleid in verschiedenen Farben.
"verschreiben, verschreibt, verschrieb, hat verschrieben",Die ärztin hat mir Tabletten verschrieben.
"verschwinden, verschwindet, verschwand, ist verschwunden",Mein Ausweis ist verschwunden. Hast du ihn vielleicht gesehen?
"versichern, versichert, versicherte, hat versichert",1. Wollen Sie Ihr Gepäck versichern? 2. Wie sind Sie versichert?
"die Versichertenkarte, -n ",Haben Sie Ihre Versichertenkarte dabei?
"die Versicherung, -en",1. Sie sollten eine Gepäckversicherung abschließen.2. Sie müssen den Unfall der Versicherung melden.
"versorgen, versorgt, versorgte, hat versorgt",Ich muss meine Kinder allein versorgen.
"die Verspätung, -en",Unser Zug hatte 10 Minuten Verspätung.
"versprechen, verspricht, versprach, hat versprochen","1. Meine Mutter hat mir versprochen, mich abzuholen.2. Entschuldigen Sie, ich habe mich versprochen."
"verstecken, versteckt, versteckte, hat versteckt",1. Ich habe das Geld hinter dem Regal versteckt. 2. Die Kinder verstecken sich im Wald.
"verstehen, versteht, verstand, hat verstanden",1. Ich kann Sie kaum verstehen. Sprechen Sie bitte lauter. 2. Den Satz verstehe ich nicht. 3. Ich verstehe nichts von Computern. 4. Unsere beiden Kinder verstehen sich sehr gut.
