verbrennen, verbrennt, verbrannte, hat verbrannt;quemar,incinerar,quemarse,morir abrasado [oder calcinado];Der Herd war noch heiß. Ich habe mich verbrannt.
verbringen, verbringt, verbrachte, hat verbracht;pasar con,transportar;1. Wie haben Sie Ihren Urlaub verbracht?2. Die Feiertage haben wir mit der Familie verbracht.
der Verdacht;sospecha f de;1. Wer hat das Geld aus der Kasse genommen? – Ich weiß es nicht, aber ich habe einen Verdacht.2. Wen haben Sie in Verdacht?
verdächtig;sospechoso;1. Haben Sie etwas Verdächtiges gesehen?2. Die Tür war nicht abgeschlossen. Das ist verdächtig.
verdienen, verdient, verdiente, hat verdient;ganar,merecer;1. In diesem Beruf verdient man gut. 2. Rita hat den Urlaub wirklich verdient.
der Verein, -e;asociación f,club m,club m deportivo;1. Bist du auch Mitglied in einem Verein?2. Ich bin schon seit 15 Jahren im Sportverein.
vereinbaren, vereinbart, vereinbarte, hat vereinbart;concertar, acordar,fijar, establecer,aunar,conciliar con;Können wir einen Termin vereinbaren?
das Verfallsdatum;fecha f de caducidad;Dieses Medikament dürfen Sie nach dem Verfallsdatum nicht mehr nehmen.
die Vergangenheit;pasado m,pretérito m;Das ist ein Teil meiner Vergangenheit.
vergessen, vergisst, vergaß, hat vergessen;olvidar;1. Ich habe den Termin ganz vergessen. 2. Ich habe meinen Pass vergessen.
vergleichen, vergleicht, verglich, hat verglichen;comparar;Vergleichen Sie die Angebote.
der Vergleich, -e;comparación f,acuerdo m,arreglo m;Ein Vergleich ist schwer möglich.
vergrößern, vergrößert, vergrößerte, hat vergrößert;agrandar, ampliar,aumentar,ampliar,aumentar, acrecentar,agravar;1. Können Sie das Foto vergrößern? 2. Wir wollen unser Geschäft
verhaften, verhaftet, verhaftete, hat verhaftet;arrestar, detener;vergrößern. Die Polizei hat einen Mann verhaftet.
verhalten, verhält, verhielt, hat verhalten;reservado;Der Mann hat sich uns gegenüber merkwürdig verhalten.
das Verhalten ;comportamiento m,conducta f,actitud f,reacción f;Die Kinder bekommen in der Schule auch Noten für ihr Sozialverhalten.
das Verhältnis, -se;relación f,proporción f,relaciones f pl,lío m fam,ligue m fam,condiciones f pl,circunstancias f pl;Ich habe ein gutes Verhältnis zu meinen Eltern.
verheiratet;"";1. Ich bin mit einem Deutschen verheiratet.2. Meine Eltern sind seit 30 Jahren verheiratet.
verhindern, verhindert, verhinderte, hat verhindert;impedir,barajar Chil, Mex,evitar;Wir konnten den Unfall nicht verhindern.
verkaufen, verkauft, verkaufte, hat verkauft;vender a por,trocar CSur,hacer creer;Ich habe unser altes Auto verkauft.
der Verkäufer, -;vendedor(a) m (f),dependiente(-a) m (f);Wir suchen einen freundlichen Verkäufer.
der Verkehr ;tránsito m,tráfico m,circulación f,relaciones f pl,contacto m,relaciones f pl sexuales;Morgens ist hier immer viel Verkehr.
das Verkehrsmittel, -;medio m de transporte;Es gibt kaum Parkplätze. Sie sollten mit öffentlichen Verkehrsmitteln fahren.
verlangen, verlangt, verlangte, hat verlangt;exigir,pedir,pedir, solicitar,exigir, requerir;1. Jeden Tag überstunden? Das können Sie nicht verlangen.2. Wie viel verlangen Sie für das Auto? 3. Frau Müller, Sie werden am Telefon verlangt.
verlängern, verlängert, verlängerte, hat verlängert;prolongar,alargar,prorrogar,renovar,rebajar,aclarar,transformar;Ich muss meinen Pass verlängern lassen.
verlassen, verlässt, verließ, hat verlassen;solitario,desierto,abandonado,abandonar,dejar,salir de;1. Er hat um 17 Uhr das Haus verlassen. 2. Mein Mann hat mich verlassen.
verlassen auf sich;"";1. Du kannst dich auf mich verlassen. Ich helfe dir auf jeden Fall.2. Bringen Sie mir das Auto morgen wieder zurück! Kann ich mich darauf verlassen?
verlaufen sich, verläuft sich, verlief sich, hat sich verlaufen;"";Gestern haben wir uns im Wald verlaufen. Wir haben erst eine Stunde später den richtigen Weg gefunden.
verleihen, verleiht, verlieh, hat verliehen;prestar a,alquilar a,conceder a,otorgar a,conferir a,dar;Mein Auto habe ich verliehen.
verletzen, verletzt, verletzte, hat verletzt;herir en,ofender, herir,infringir, violar,atentar contra;1. Ich habe mich an der Hand verletzt. 2. Ich habe mir den Arm verletzt.
die Verletzung, -en;herida f,lesión f,ofensa f,infracción f,violación f;Keine Angst. Die Verletzung ist nicht so schlimm.
verlieben, verliebt, verliebte, hat verliebt;"";Ich habe mich verliebt.
verliebt sein verlieren, verliert, verlor, hat verloren;"";Ich bin in Francesco verliebt.
der Verlust, -e;pérdida f,daño m;"1. Ich habe meine Brieftasche verloren. 2. Jennifer hat ihre Stelle verloren.3. Sie dürfen den Mut nicht verlieren.
4. Unsere Mannschaft hat 3 : 5 verloren.5. Mein Nachbar hat den Prozess verloren."
vermeiden, vermeidet, vermied, hat vermieden;evitar,eludir;Sie müssen den Verlust Ihrer Versicherung melden.
vermieten, vermietet,;alquilar a;Der Arzt sagt, ich soll Stress vermeiden.
vermietete, hat vermietet;"";1. Bei uns im Haus ist ein Zimmer zu vermieten. 2. Die Wohnung ist schon vermietet.
der Vermieter, -;casero(-a) m (f),dueño, -a m, f de la casa,dueño, -a m, f del piso;Unsere Vermieterin ist eine sehr nette ältere Frau.
vermissen, vermisst, vermisste, hat vermisst;echar de menos,echar en falta;Ich vermisse meine Familie.
die Vermittlung, -en;mediación f entre,intercesión f,arreglo m,gestión f,facilitación f,centralita f;1. Die Zimmervermittlung ist am Bahnhof.2. Entschuldigen Sie, wo ist hier die Jobvermittlung?
vernünftig;razonable,sensato,decente,como es debido;1. Seien Sie doch vernünftig! 2. Das ist ein ganz vernünftiger Vorschlag.
verpacken, verpackt, verpackte, hat verpackt;embalar,empaquetar,envasar;Hast Du die Pakete gut verpackt?
verpassen, verpasst,verpasste, hat verpasst;perder,no encontrar,desaprovechar, dejar escapar;1. Ich habe den Zug verpasst. 2. Ich habe die Nachrichten verpasst.
verpflichtet sein;"";Sie sind verpflichtet, den Unfall zu melden.
verreisen, verreist, verreiste, ist verreist;irse [oder salir] de viaje a;Frau Dr. Müller ist zurzeit verreist.
verrückt;loco,chalado fam;1. Bist du verrückt geworden? 2. So eine verrückte Idee.
verschieben, verschiebt, verschob, hat verschoben;cambiar de sitio,desplazar,mover,correr,aplazar para,dejar para,traficar con;Leider muss ich den Termin verschieben. Morgen kann ich nicht.
verschieden;distinto, diferente,variado, diverso,diversos;1. Unsere beiden Kinder sind sehr verschieden. 2. Wir haben dieses Kleid in verschiedenen Farben.
verschreiben, verschreibt, verschrieb, hat verschrieben;prescribir,recetar,gastar;Die ärztin hat mir Tabletten verschrieben.
verschwinden, verschwindet, verschwand, ist verschwunden;desaparecer,fletarse Cuba, Mex;Mein Ausweis ist verschwunden. Hast du ihn vielleicht gesehen?
versichern, versichert, versicherte, hat versichert;asegurar,asegurar contra;1. Wollen Sie Ihr Gepäck versichern? 2. Wie sind Sie versichert?
die Versichertenkarte, -n ;tarjeta f (de la caja) del seguro;Haben Sie Ihre Versichertenkarte dabei?
die Versicherung, -en;seguro m contra,compañía f de seguros,promesa f,afirmación f;1. Sie sollten eine Gepäckversicherung abschließen.2. Sie müssen den Unfall der Versicherung melden.
versorgen, versorgt, versorgte, hat versorgt;proveer de,proporcionar,abastecer de,aprovisionar de,surtir de,mantener,sustentar,cuidar de,ocuparse de,guardar;Ich muss meine Kinder allein versorgen.
die Verspätung, -en;retraso m;Unser Zug hatte 10 Minuten Verspätung.
versprechen, verspricht, versprach, hat versprochen;prometer;1. Meine Mutter hat mir versprochen, mich abzuholen.2. Entschuldigen Sie, ich habe mich versprochen.
verstecken, versteckt, versteckte, hat versteckt;esconder de,ocultar de;1. Ich habe das Geld hinter dem Regal versteckt. 2. Die Kinder verstecken sich im Wald.
verstehen, versteht, verstand, hat verstanden;entender, comprender,captar fam,entender por,saber,comprender;1. Ich kann Sie kaum verstehen. Sprechen Sie bitte lauter. 2. Den Satz verstehe ich nicht. 3. Ich verstehe nichts von Computern. 4. Unsere beiden Kinder verstehen sich sehr gut.
verständlich;inteligible, comprensible,claro;Nach acht Stunden Schule haben die Kinder keine Lust mehr zu den Haus- aufgaben. Ich finde das verständlich.
das Verständnis;comprensión f,sensibilidad f para;Wir bitten um Ihr Verständnis.
versuchen, versucht, versuchte, hat versucht;intentar,probar,probar a,tentar a;1. Versuchen Sie doch mal meinen Apfelkuchen. 2. Ich habe immer wieder versucht, Sie zu erreichen. 3. Haben Sie es schon mal mit diesem Mittel versucht?
der Versuch, -e;intento m,tentativa f,experimento m,prueba f;In der Forschung werden viele Versuche gemacht.
verteilen, verteilt, verteilte, hat verteilt;repartir entre,distribuir entre,asignar,extender,untar;Kannst du bitte schon mal die Gläser verteilen?
"der Vertrag, -""e";contrato m,tratado m;Sie beide müssen den Vertrag unterschreiben.
vertrauen, vertraut, vertraute, hat vertraut;"";Ich kenne dich gut. Ich vertraue dir.
das Vertrauen;confianza f en;Ich habe Vertrauen zu Ihnen.
vertreten, vertritt, vertrat, hat vertreten;sustituir,reemplazar,representar,defender la causa de,velar por,responsabilizarse de,defender,sostener,torcerse;Wer vertritt Sie, wenn Sie Urlaub machen?
der Vertreter, -;sustituto(-a) m (f),suplente mf,representante mf,agente mf,agenciero(-a) m (f) Arg,defensor(a) m (f);1. Herr Dr. Müller war in Urlaub. Da bin ich zu seinem Vertreter gegangen. 2. Die Elternvertreter treffen sich morgen Abend in der Schule.
die Vertretung, -en;su(b)stitución f,suplencia f,su(b)stituto(-a) m (f),suplente mf,representación f,agencia f,sucursal f,filial f;Herr Dr. Meyer macht für mich Vertretung.
verurteilen, verurteilt, verurteilte, hat verurteilt;condenar a;Das Gericht hat den Täter zu drei Jahren Gefängnis verurteilt.
die Verwaltung, -en;administración f,gestión f;1. Meine Mutter arbeitet jetzt in der Verwaltung. 2. Sprechen Sie bitte mit der Hausverwaltung.
verwandt ;emparentado,similar a,afín a;Sind Sie mit Frau Meyer verwandt?
der Verwandte, -n;"";Ich wohne zurzeit bei Verwandten von meinem Mann.
verwechseln, verwechselt, verwechselte, hat verwechselt;confundir;Entschuldigen Sie, ich habe Sie mit jemand verwechselt.
verwenden, verwendet,verwendete, hat verwendet;usar para en,emplear para en;Dieses Wort wird oft verwendet.
verwitwet ;viudo;Familienstand: verwitwet.
die Verzeihung;perdón m;Verzeihung! Ich habe die falsche Nummer gewählt.
viel/viele;"";1. Ich habe schon viel gelernt. 2. Ich wünsche Ihnen viel Spaß. 3. Hier regnet es viel. 4. Das ist mir viel zu teuer.
vielleicht;quizá(s), tal vez,por casualidad, acaso,más o menos, quizás;1. Kommst du mit in die Stadt? – Ich weiß noch nicht. Vielleicht. 2. Vielleicht bekomme ich den Job. 3. Die Fahrkarte war vielleicht teuer! 4. Hast du vielleicht Kleingeld für mich?
das Visum, Visa ;visado m,firma f;Talal muss sein Visum bald verlängern.
das Vitamin, -e;vitamina f;Der Arzt sagt, ich soll viele Vitamine essen.
"der Vogel, -""";pájaro m,tipo m raro;Unsere Katze hat einen Vogel gefangen.
voll;lleno de,ocupado,rebosante de,borracho,regordete, lleno,intenso,sonoro, potente,subido, intenso,entero, completo,completamente, plenamente,con toda (su) fuerza,total;1. Die Flasche ist noch ganz voll. 2. Vor den Feiertagen sind die Züge immer sehr voll. 3. Bitte unterschreiben Sie mit Ihrem vollen Namen.
die Vollzeit;"";Ich möchte gerne Vollzeit arbeiten.
von;de,desde, de, a partir de,por;1. Ich komme gerade vom Zahnarzt. 2. Meine Frau kommt gleich von der Arbeit. 3. Emil ist ein Freund von mir. 4. Haben Sie noch eine Zeitung von heute? 5. Von jetzt an müssen wir sparen. 6. Das Büro ist von 13 bis 15 Uhr geschlossen.
voneinander;uno de otro,el uno del otro;Wir haben lange nichts voneinander gehört.
vor;delante de,antes de,hace,menos,por delante,sobre,a, ante,adelante;1. Ich bin vor einer Woche zurückgekommen. 2. Das Auto steht vor der Tür. 3. Ich konnte vor Schmerzen nicht schlafen. 4. Grüßen Sie alle von mir, vor allem Frau Meier.
voraus;delante,a la cabeza;1. Gehen Sie schon voraus. 2. Ich danke Ihnen im Voraus für Ihre Mühe.
voraussichtlich;previsto,probablemente;Der Zug hat voraussichtlich 20 Minuten Verspätung.
vorbei;pasado,por delante, a lo largo,terminado, acabado;Die Linie 8 fährt am Krankenhaus vorbei.
vorbereiten, bereitet vor, bereitete vor, hat vorbereitet;preparar;1. Ich muss mich auf meine Prüfung vorbereiten. 2. Am Sonntag machen wir ein kleines Fest. Ich muss noch viel dafür vorbereiten.
die Vorbereitung, -en;preparación f,preparativo m;Nächste Woche beginnen wir mit der Prüfungsvorbereitung.
vorder-;"";In den vorderen Reihen sind noch Plätze frei.
die Vorfahrt;prioridad f (de paso),preferencia f de paso;1. Achtung! Rechts hat Vorfahrt. 2. Sie haben die Vorfahrt nicht beachtet.
vorgestern;anteayer;Er hat mich vorgestern angerufen.
vorhaben, hat vor, hatte vor, hat vorgehabt;proponerse,tener la intención de,pensar hacer, tener planeado;Haben Sie morgen Abend schon etwas vor?
vorher;"antes,de antemano; anteriormente";Ich komme mit ins Café. Vorher muss ich aber noch zur Bank.
vorhin;antes, hace un momento;Vorhin hat Heidrun angerufen. Du sollst sie zurückrufen.
vorig-;"";Mirko durfte erst vorige Woche aus dem Krankenhaus.
vorkommen, kommt vor, kam vor, ist vorgekommen;venir hacia delante,pasar, ocurrir,existir,aparecer,figurar en,parecer;Tut mir leid. Ich habe den Termin vergessen. – Das kann vorkommen.
vorläufig;provisional,temporal,provisionalmente,temporalmente,por el momento;1. Ich habe noch keine Wohnung. Ich wohne vorläufig bei einem Freund. 2. Das ist ein vorläufiger Bescheid.
vorlesen, liest vor, las vor, hat vorgelesen;leer en voz alta;1. Soll ich dir etwas vorlesen? 2. Ich lese meinen Kindern oft etwas vor.
vorn/vorne;"";1. Bitte vorn beim Fahrer einsteigen! 2. Zwei Kinokarten, bitte. – Wo möchten Sie sitzen, vorne oder hinten? 3. Das war noch nicht ganz richtig. Bitte noch mal von vorne.
vornehmen sich, nimmt sich vor, nahm sich vor, hat sich vorgenommen;"";Ich habe mir vorgenommen, nicht mehr zu rauchen.
der Vorort, -e;suburbio m,barrio m periférico;Wir wohnen in einem Vorort von Köln.
vorschlagen, schlägt vor, schlug vor, hat vorgeschlagen;proponer para como,recomendar;1. Ich schlage vor, dass wir eine Pause machen. 2. Was wollen wir am Wochenende machen? Was schlägst du vor?
"der Vorschlag, -""e";propuesta f,recomendación f;Ich mache dir einen Vorschlag: Du hilfst mir beim Deutschlernen und ich lade dich zum Essen ein.
die Vorschrift, -en;prescripción f,instrucciones f pl,reglamento m;1. Beachten Sie bitte die Vorschriften. 2. Bitte melden Sie sich bis 9 Uhr krank. Das ist Vorschrift.
die Vorsicht;precaución f,cuidado m;Vorsicht! Der Teller ist heiß.
vorsichtig;prudente, cuidadoso,con cuidado;1. Sei vorsichtig! 2. Bitte fahr vorsichtig, die Straße ist glatt.
vorstellen, stellt vor, stellte vor, hat vorgestellt;poner delante de,colocar delante de,adelantar,presentar,significar,representar;1. Ich möchte mich vorstellen: Mein Name ist Schuster.2. Darf ich dir meine Frau vorstellen? 3. So schwierig habe ich mir die Arbeit nicht vorgestellt.
die Vorstellung, -en;presentación f,idea f,función f,sección f Arg,sesión f,imaginación f;1. Wann läuft der Film? – Die nächste Vorstellung ist um 15 Uhr. 2. Wann hast du dein Vorstellungsgespräch?
der Vorteil, -e;ventaja f,provecho m;Der Vorteil von dieser Wohnung ist, dass sie direkt im Zentrum liegt.
die Vorwahl, -en;prefijo m,elecciones f pl primarias [oder preliminares];Wie ist die Vorwahl von Hamburg?
vorwärts;(hacia) adelante,adelante,de adelante atrás;Ich kann nicht vorbei. Bitte fahr noch ein Stück vorwärts.
"der Vorwurf, -""e";reproche m,recriminación f;Eva kann nichts dafür. Mach ihr keine Vorwürfe.
waagerecht;horizontal;Ziehen Sie bitte einen waagerechten Strich.
wach;despierto,en vela,vivo,espabilado;1. Bist du schon lange wach? 2. Ich bin gerade wach geworden.
wachsen, wächst, wuchs, ist gewachsen;crecer,aumentar,encerar;1. Mein Sohn ist sehr gewachsen. Er ist jetzt schon größer als ich. 2. Ich will mir die Haare wachsen lassen. 3. In meinem Garten wachsen Tomaten und Paprika.
der Wagen, -;coche m,camión m,furgoneta f,vagón m,carro m,carruaje m,carreta f,carromato m,cochecito m (de niños),carrito m;1. Ich habe meinen Wagen in die Werkstatt gebracht.2. Im mittleren Wagen ist das Zugrestaurant. 3. Ich habe Plätze reserviert. Wir sind in Wagen 15.
wählen, wählt, wählte, hat gewählt;celebrar elecciones,votar,elegir, escoger,marcar,escoger,elegir,seleccionar;1. Sie können wählen: Als Vorspeise gibt es Suppe oder Salat. 2. Sie müssen erst eine Null wählen. 3. Ich habe diese Partei nicht gewählt.
die Wahl, -en;elección f,opción f,alternativa f,votación f;1. Sie haben die Wahl: mit Vollpension oder Halbpension?2. Die nächste Wahl ist im Herbst.
wahnsinnig;maníaco, demente,loco fam,como una cabra fam,tremendo, enorme,tremendamente, enormemente;1. Du fährst viel zu schnell. Bist du wahnsinnig!2. Diese Musik gefällt mir wahnsinnig gut.
wahr;verdadero,verídico,real,auténtico;1. Was ich sage, ist wahr. 2. Es ist eine wahre Geschichte. 3. Es ist doch schön hier, nicht wahr?
die Wahrheit, -en;verdad f,veracidad f;Sag mir bitte die Wahrheit. Hast du wieder geraucht?
während;durante,mientras,mientras que;Während wir arbeiten, dürfen wir nicht rauchen.
wahrscheinlich;probable,probablemente;1. Wahrscheinlich mache ich im Herbst noch einen Deutschkurs.2. Fährst du in den Ferien zu deinen Eltern? – Ich weiß noch nicht. Wahrscheinlich schon.
